sales_id,sales_date,customer_id,product_id,quantity,unit_price,total_revenue,cogs,profit
TRX-202504-0419,2025-04-27,CUST002,PRD006,8,110000,880000,600000,280000
TRX-202504-0419,2025-04-27,CUST002,PRD008,2,40000,80000,56000,24000
TRX-202504-0419,2025-04-27,CUST002,PRD003,5,130000,650000,425000,225000
TRX-202504-0420,2025-04-27,CUST001,PRD010,1,20000,20000,12000,8000
TRX-202504-0420,2025-04-27,CUST001,PRD007,6,225000,1350000,1080000,270000
TRX-202504-0420,2025-04-27,CUST001,PRD002,6,70000,420000,270000,150000
TRX-202504-0421,2025-04-27,CUST007,PRD002,1,70000,70000,45000,25000
TRX-202504-0421,2025-04-27,CUST007,PRD004,7,105000,735000,490000,245000
TRX-202504-0422,2025-04-28,CUST005,PRD007,7,225000,1575000,1260000,315000
TRX-202504-0423,2025-04-28,CUST003,PRD008,4,40000,160000,112000,48000
TRX-202504-0424,2025-04-28,CUST008,PRD011,4,35000,140000,88000,52000
TRX-202504-0424,2025-04-28,CUST008,PRD010,4,20000,80000,48000,32000
TRX-202504-0425,2025-04-28,CUST004,PRD005,7,105000,735000,490000,245000
TRX-202504-0426,2025-04-28,CUST006,PRD010,7,20000,140000,84000,56000
TRX-202504-0426,2025-04-28,CUST006,PRD002,7,70000,490000,315000,175000
TRX-202504-0426,2025-04-28,CUST006,PRD011,6,35000,210000,132000,78000
TRX-202504-0427,2025-04-29,CUST005,PRD006,2,110000,220000,150000,70000
TRX-202504-0428,2025-04-29,CUST005,PRD008,6,40000,240000,168000,72000
TRX-202504-0428,2025-04-29,CUST005,PRD001,4,175000,700000,480000,220000
TRX-202504-0429,2025-04-29,CUST004,PRD009,5,52000,260000,175000,85000
TRX-202504-0430,2025-04-30,CUST001,PRD011,4,35000,140000,88000,52000
TRX-202504-0430,2025-04-30,CUST001,PRD007,7,225000,1575000,1260000,315000
TRX-202504-0431,2025-04-30,CUST002,PRD008,2,40000,80000,56000,24000
TRX-202504-0431,2025-04-30,CUST002,PRD010,3,20000,60000,36000,24000
TRX-202505-0432,2025-05-01,CUST004,PRD006,7,110000,770000,525000,245000
TRX-202505-0433,2025-05-01,CUST003,PRD012,7,48000,336000,224000,112000
TRX-202505-0434,2025-05-01,CUST004,PRD004,3,105000,315000,210000,105000
TRX-202505-0434,2025-05-01,CUST004,PRD010,7,20000,140000,84000,56000
TRX-202505-0435,2025-05-01,CUST005,PRD006,3,110000,330000,225000,105000
TRX-202505-0435,2025-05-01,CUST005,PRD008,4,40000,160000,112000,48000
TRX-202505-0435,2025-05-01,CUST005,PRD009,3,52000,156000,105000,51000
TRX-202505-0436,2025-05-02,CUST007,PRD008,5,40000,200000,140000,60000
TRX-202505-0436,2025-05-02,CUST007,PRD011,3,35000,105000,66000,39000
TRX-202505-0437,2025-05-02,CUST004,PRD003,3,130000,390000,255000,135000
TRX-202505-0438,2025-05-02,CUST001,PRD010,4,20000,80000,48000,32000
TRX-202505-0438,2025-05-02,CUST001,PRD005,4,105000,420000,280000,140000
TRX-202505-0438,2025-05-02,CUST001,PRD012,4,48000,192000,128000,64000
TRX-202505-0439,2025-05-02,CUST001,PRD002,3,70000,210000,135000,75000
TRX-202505-0439,2025-05-02,CUST001,PRD008,8,40000,320000,224000,96000
TRX-202505-0440,2025-05-02,CUST006,PRD007,8,225000,1800000,1440000,360000
TRX-202505-0441,2025-05-03,CUST006,PRD010,1,20000,20000,12000,8000
TRX-202505-0441,2025-05-03,CUST006,PRD012,2,48000,96000,64000,32000
TRX-202505-0442,2025-05-03,CUST008,PRD001,7,175000,1225000,840000,385000
TRX-202505-0442,2025-05-03,CUST008,PRD004,1,105000,105000,70000,35000
TRX-202505-0443,2025-05-03,CUST007,PRD011,5,35000,175000,110000,65000
TRX-202505-0443,2025-05-03,CUST007,PRD001,8,175000,1400000,960000,440000
TRX-202505-0443,2025-05-03,CUST007,PRD004,7,105000,735000,490000,245000
TRX-202505-0444,2025-05-03,CUST005,PRD008,7,40000,280000,196000,84000
TRX-202505-0444,2025-05-03,CUST005,PRD003,5,130000,650000,425000,225000
TRX-202505-0445,2025-05-03,CUST001,PRD009,8,52000,416000,280000,136000
TRX-202505-0445,2025-05-03,CUST001,PRD003,2,130000,260000,170000,90000
TRX-202505-0445,2025-05-03,CUST001,PRD008,2,40000,80000,56000,24000
TRX-202505-0446,2025-05-04,CUST007,PRD009,7,52000,364000,245000,119000
TRX-202505-0446,2025-05-04,CUST007,PRD010,7,20000,140000,84000,56000
TRX-202505-0446,2025-05-04,CUST007,PRD003,1,130000,130000,85000,45000
TRX-202505-0447,2025-05-04,CUST003,PRD010,3,20000,60000,36000,24000
TRX-202505-0447,2025-05-04,CUST003,PRD011,3,35000,105000,66000,39000
TRX-202505-0448,2025-05-05,CUST007,PRD002,1,70000,70000,45000,25000
TRX-202505-0448,2025-05-05,CUST007,PRD010,4,20000,80000,48000,32000
TRX-202505-0449,2025-05-05,CUST005,PRD011,1,35000,35000,22000,13000
TRX-202505-0449,2025-05-05,CUST005,PRD009,3,52000,156000,105000,51000
TRX-202505-0449,2025-05-05,CUST005,PRD004,3,105000,315000,210000,105000
TRX-202505-0450,2025-05-05,CUST001,PRD006,1,110000,110000,75000,35000
TRX-202505-0450,2025-05-05,CUST001,PRD001,5,175000,875000,600000,275000
TRX-202505-0450,2025-05-05,CUST001,PRD003,6,130000,780000,510000,270000
TRX-202505-0451,2025-05-05,CUST002,PRD002,7,70000,490000,315000,175000
TRX-202505-0452,2025-05-05,CUST003,PRD011,5,35000,175000,110000,65000
TRX-202505-0453,2025-05-06,CUST007,PRD004,1,105000,105000,70000,35000
TRX-202505-0453,2025-05-06,CUST007,PRD012,2,48000,96000,64000,32000
TRX-202505-0453,2025-05-06,CUST007,PRD010,2,20000,40000,24000,16000
TRX-202505-0454,2025-05-06,CUST008,PRD012,7,48000,336000,224000,112000
TRX-202505-0454,2025-05-06,CUST008,PRD010,6,20000,120000,72000,48000
TRX-202505-0454,2025-05-06,CUST008,PRD005,5,105000,525000,350000,175000
TRX-202505-0455,2025-05-06,CUST006,PRD010,8,20000,160000,96000,64000
TRX-202505-0456,2025-05-06,CUST008,PRD003,4,130000,520000,340000,180000
TRX-202505-0456,2025-05-06,CUST008,PRD010,5,20000,100000,60000,40000
TRX-202505-0457,2025-05-07,CUST006,PRD012,1,48000,48000,32000,16000
TRX-202505-0457,2025-05-07,CUST006,PRD010,3,20000,60000,36000,24000
TRX-202505-0458,2025-05-07,CUST004,PRD006,8,110000,880000,600000,280000
TRX-202505-0458,2025-05-07,CUST004,PRD011,8,35000,280000,176000,104000
TRX-202505-0459,2025-05-07,CUST001,PRD003,8,130000,1040000,680000,360000
TRX-202505-0459,2025-05-07,CUST001,PRD008,6,40000,240000,168000,72000
TRX-202505-0459,2025-05-07,CUST001,PRD012,8,48000,384000,256000,128000
TRX-202505-0460,2025-05-07,CUST007,PRD001,6,175000,1050000,720000,330000
TRX-202505-0460,2025-05-07,CUST007,PRD009,1,52000,52000,35000,17000
TRX-202505-0460,2025-05-07,CUST007,PRD005,4,105000,420000,280000,140000
TRX-202505-0461,2025-05-08,CUST008,PRD004,5,105000,525000,350000,175000
TRX-202505-0461,2025-05-08,CUST008,PRD009,3,52000,156000,105000,51000
TRX-202505-0462,2025-05-08,CUST002,PRD001,2,175000,350000,240000,110000
TRX-202505-0462,2025-05-08,CUST002,PRD004,8,105000,840000,560000,280000
TRX-202505-0463,2025-05-08,CUST001,PRD009,4,52000,208000,140000,68000
TRX-202505-0463,2025-05-08,CUST001,PRD003,6,130000,780000,510000,270000
TRX-202505-0464,2025-05-08,CUST008,PRD009,3,52000,156000,105000,51000
TRX-202505-0464,2025-05-08,CUST008,PRD005,2,105000,210000,140000,70000
TRX-202505-0464,2025-05-08,CUST008,PRD006,3,110000,330000,225000,105000
TRX-202505-0465,2025-05-09,CUST008,PRD002,3,70000,210000,135000,75000
TRX-202505-0465,2025-05-09,CUST008,PRD005,5,105000,525000,350000,175000
TRX-202505-0465,2025-05-09,CUST008,PRD003,2,130000,260000,170000,90000
TRX-202505-0466,2025-05-09,CUST001,PRD009,4,52000,208000,140000,68000
TRX-202505-0466,2025-05-09,CUST001,PRD012,6,48000,288000,192000,96000
TRX-202505-0466,2025-05-09,CUST001,PRD002,6,70000,420000,270000,150000
TRX-202505-0467,2025-05-09,CUST005,PRD012,5,48000,240000,160000,80000
TRX-202505-0468,2025-05-09,CUST004,PRD002,5,70000,350000,225000,125000
TRX-202505-0469,2025-05-10,CUST008,PRD003,2,130000,260000,170000,90000
TRX-202505-0469,2025-05-10,CUST008,PRD002,8,70000,560000,360000,200000
TRX-202505-0469,2025-05-10,CUST008,PRD008,5,40000,200000,140000,60000
TRX-202505-0470,2025-05-10,CUST008,PRD004,3,105000,315000,210000,105000
TRX-202505-0470,2025-05-10,CUST008,PRD012,5,48000,240000,160000,80000
TRX-202505-0471,2025-05-11,CUST005,PRD008,7,40000,280000,196000,84000
TRX-202505-0471,2025-05-11,CUST005,PRD007,4,225000,900000,720000,180000
TRX-202505-0471,2025-05-11,CUST005,PRD010,4,20000,80000,48000,32000
TRX-202505-0472,2025-05-11,CUST003,PRD007,6,225000,1350000,1080000,270000
TRX-202505-0472,2025-05-11,CUST003,PRD002,4,70000,280000,180000,100000
TRX-202505-0473,2025-05-12,CUST006,PRD011,1,35000,35000,22000,13000
TRX-202505-0473,2025-05-12,CUST006,PRD012,2,48000,96000,64000,32000
TRX-202505-0474,2025-05-12,CUST004,PRD010,1,20000,20000,12000,8000
TRX-202505-0475,2025-05-12,CUST003,PRD003,5,130000,650000,425000,225000
TRX-202505-0475,2025-05-12,CUST003,PRD008,7,40000,280000,196000,84000
TRX-202505-0475,2025-05-12,CUST003,PRD009,8,52000,416000,280000,136000
TRX-202505-0476,2025-05-12,CUST004,PRD011,6,35000,210000,132000,78000
TRX-202505-0477,2025-05-12,CUST005,PRD011,6,35000,210000,132000,78000
TRX-202505-0477,2025-05-12,CUST005,PRD005,2,105000,210000,140000,70000
TRX-202505-0477,2025-05-12,CUST005,PRD007,1,225000,225000,180000,45000
TRX-202505-0478,2025-05-13,CUST008,PRD004,7,105000,735000,490000,245000
TRX-202505-0479,2025-05-13,CUST006,PRD003,3,130000,390000,255000,135000
TRX-202505-0479,2025-05-13,CUST006,PRD005,3,105000,315000,210000,105000
TRX-202505-0480,2025-05-13,CUST001,PRD011,1,35000,35000,22000,13000
TRX-202505-0481,2025-05-14,CUST005,PRD009,6,52000,312000,210000,102000
TRX-202505-0481,2025-05-14,CUST005,PRD010,1,20000,20000,12000,8000
TRX-202505-0482,2025-05-14,CUST001,PRD008,8,40000,320000,224000,96000
TRX-202505-0482,2025-05-14,CUST001,PRD006,2,110000,220000,150000,70000
TRX-202505-0482,2025-05-14,CUST001,PRD002,3,70000,210000,135000,75000
TRX-202505-0483,2025-05-14,CUST005,PRD009,2,52000,104000,70000,34000
TRX-202505-0483,2025-05-14,CUST005,PRD002,4,70000,280000,180000,100000
TRX-202505-0484,2025-05-15,CUST005,PRD011,8,35000,280000,176000,104000
TRX-202505-0485,2025-05-15,CUST003,PRD001,1,175000,175000,120000,55000
TRX-202505-0485,2025-05-15,CUST003,PRD011,5,35000,175000,110000,65000
TRX-202505-0485,2025-05-15,CUST003,PRD005,8,105000,840000,560000,280000
TRX-202505-0486,2025-05-15,CUST002,PRD009,2,52000,104000,70000,34000
TRX-202505-0487,2025-05-15,CUST005,PRD003,5,130000,650000,425000,225000
TRX-202505-0487,2025-05-15,CUST005,PRD010,5,20000,100000,60000,40000
TRX-202505-0488,2025-05-16,CUST008,PRD011,6,35000,210000,132000,78000
TRX-202505-0488,2025-05-16,CUST008,PRD003,1,130000,130000,85000,45000
TRX-202505-0488,2025-05-16,CUST008,PRD004,5,105000,525000,350000,175000
TRX-202505-0489,2025-05-16,CUST002,PRD003,8,130000,1040000,680000,360000
TRX-202505-0490,2025-05-16,CUST007,PRD005,4,105000,420000,280000,140000
TRX-202505-0490,2025-05-16,CUST007,PRD008,7,40000,280000,196000,84000
TRX-202505-0491,2025-05-17,CUST005,PRD010,4,20000,80000,48000,32000
TRX-202505-0491,2025-05-17,CUST005,PRD007,4,225000,900000,720000,180000
TRX-202505-0491,2025-05-17,CUST005,PRD008,6,40000,240000,168000,72000
TRX-202505-0492,2025-05-17,CUST003,PRD009,1,52000,52000,35000,17000
TRX-202505-0492,2025-05-17,CUST003,PRD001,2,175000,350000,240000,110000
TRX-202505-0493,2025-05-18,CUST002,PRD003,8,130000,1040000,680000,360000
TRX-202505-0493,2025-05-18,CUST002,PRD005,2,105000,210000,140000,70000
TRX-202505-0493,2025-05-18,CUST002,PRD011,8,35000,280000,176000,104000
TRX-202505-0494,2025-05-18,CUST005,PRD012,6,48000,288000,192000,96000
TRX-202505-0494,2025-05-18,CUST005,PRD011,5,35000,175000,110000,65000
TRX-202505-0495,2025-05-18,CUST003,PRD005,1,105000,105000,70000,35000
TRX-202505-0496,2025-05-19,CUST008,PRD008,3,40000,120000,84000,36000
TRX-202505-0497,2025-05-19,CUST001,PRD011,7,35000,245000,154000,91000
TRX-202505-0498,2025-05-19,CUST005,PRD012,6,48000,288000,192000,96000
TRX-202505-0499,2025-05-19,CUST007,PRD001,8,175000,1400000,960000,440000
TRX-202505-0499,2025-05-19,CUST007,PRD009,7,52000,364000,245000,119000
TRX-202505-0499,2025-05-19,CUST007,PRD008,7,40000,280000,196000,84000
TRX-202505-0500,2025-05-20,CUST005,PRD004,1,105000,105000,70000,35000
TRX-202505-0500,2025-05-20,CUST005,PRD003,7,130000,910000,595000,315000
TRX-202505-0500,2025-05-20,CUST005,PRD009,4,52000,208000,140000,68000
TRX-202505-0501,2025-05-20,CUST005,PRD007,8,225000,1800000,1440000,360000
TRX-202505-0501,2025-05-20,CUST005,PRD002,2,70000,140000,90000,50000
TRX-202505-0501,2025-05-20,CUST005,PRD006,8,110000,880000,600000,280000
TRX-202505-0502,2025-05-20,CUST004,PRD001,4,175000,700000,480000,220000
TRX-202505-0503,2025-05-20,CUST001,PRD010,7,20000,140000,84000,56000
TRX-202505-0503,2025-05-20,CUST001,PRD004,2,105000,210000,140000,70000
TRX-202505-0503,2025-05-20,CUST001,PRD008,5,40000,200000,140000,60000
TRX-202505-0504,2025-05-20,CUST008,PRD008,6,40000,240000,168000,72000
TRX-202505-0504,2025-05-20,CUST008,PRD001,1,175000,175000,120000,55000
TRX-202505-0504,2025-05-20,CUST008,PRD011,6,35000,210000,132000,78000
TRX-202505-0505,2025-05-21,CUST005,PRD008,3,40000,120000,84000,36000
TRX-202505-0506,2025-05-21,CUST002,PRD002,8,70000,560000,360000,200000
TRX-202505-0507,2025-05-22,CUST008,PRD010,1,20000,20000,12000,8000
TRX-202505-0508,2025-05-22,CUST003,PRD011,7,35000,245000,154000,91000
TRX-202505-0509,2025-05-22,CUST003,PRD008,2,40000,80000,56000,24000
TRX-202505-0510,2025-05-23,CUST004,PRD002,2,70000,140000,90000,50000
TRX-202505-0511,2025-05-23,CUST006,PRD009,4,52000,208000,140000,68000
TRX-202505-0511,2025-05-23,CUST006,PRD004,5,105000,525000,350000,175000
TRX-202505-0511,2025-05-23,CUST006,PRD008,1,40000,40000,28000,12000
TRX-202505-0512,2025-05-24,CUST002,PRD012,8,48000,384000,256000,128000
TRX-202505-0513,2025-05-24,CUST006,PRD004,6,105000,630000,420000,210000
TRX-202505-0513,2025-05-24,CUST006,PRD011,4,35000,140000,88000,52000
TRX-202505-0514,2025-05-25,CUST001,PRD010,3,20000,60000,36000,24000
TRX-202505-0514,2025-05-25,CUST001,PRD001,2,175000,350000,240000,110000
TRX-202505-0514,2025-05-25,CUST001,PRD005,8,105000,840000,560000,280000
TRX-202505-0515,2025-05-25,CUST008,PRD003,4,130000,520000,340000,180000
TRX-202505-0515,2025-05-25,CUST008,PRD006,5,110000,550000,375000,175000
TRX-202505-0516,2025-05-25,CUST003,PRD010,4,20000,80000,48000,32000
TRX-202505-0516,2025-05-25,CUST003,PRD003,2,130000,260000,170000,90000
TRX-202505-0516,2025-05-25,CUST003,PRD012,7,48000,336000,224000,112000
TRX-202505-0517,2025-05-26,CUST008,PRD002,4,70000,280000,180000,100000
TRX-202505-0517,2025-05-26,CUST008,PRD008,2,40000,80000,56000,24000
TRX-202505-0517,2025-05-26,CUST008,PRD011,1,35000,35000,22000,13000
TRX-202505-0518,2025-05-26,CUST007,PRD003,6,130000,780000,510000,270000
TRX-202505-0519,2025-05-26,CUST005,PRD011,2,35000,70000,44000,26000
TRX-202505-0520,2025-05-26,CUST001,PRD011,3,35000,105000,66000,39000
TRX-202505-0520,2025-05-26,CUST001,PRD005,8,105000,840000,560000,280000
TRX-202505-0521,2025-05-26,CUST001,PRD008,7,40000,280000,196000,84000
TRX-202505-0521,2025-05-26,CUST001,PRD003,3,130000,390000,255000,135000
TRX-202505-0522,2025-05-27,CUST002,PRD006,1,110000,110000,75000,35000
TRX-202505-0522,2025-05-27,CUST002,PRD008,6,40000,240000,168000,72000
TRX-202505-0523,2025-05-27,CUST006,PRD011,2,35000,70000,44000,26000
TRX-202505-0524,2025-05-28,CUST008,PRD009,5,52000,260000,175000,85000
TRX-202505-0524,2025-05-28,CUST008,PRD002,8,70000,560000,360000,200000
TRX-202505-0524,2025-05-28,CUST008,PRD008,6,40000,240000,168000,72000
TRX-202505-0525,2025-05-28,CUST002,PRD008,2,40000,80000,56000,24000
TRX-202505-0526,2025-05-28,CUST002,PRD003,2,130000,260000,170000,90000
TRX-202505-0526,2025-05-28,CUST002,PRD005,2,105000,210000,140000,70000
TRX-202505-0527,2025-05-28,CUST003,PRD002,8,70000,560000,360000,200000
TRX-202505-0527,2025-05-28,CUST003,PRD003,3,130000,390000,255000,135000
TRX-202505-0528,2025-05-28,CUST004,PRD011,7,35000,245000,154000,91000
TRX-202505-0528,2025-05-28,CUST004,PRD001,3,175000,525000,360000,165000
TRX-202505-0528,2025-05-28,CUST004,PRD005,8,105000,840000,560000,280000
TRX-202505-0529,2025-05-29,CUST003,PRD004,6,105000,630000,420000,210000
TRX-202505-0529,2025-05-29,CUST003,PRD008,5,40000,200000,140000,60000
TRX-202505-0530,2025-05-29,CUST001,PRD006,5,110000,550000,375000,175000
TRX-202505-0531,2025-05-29,CUST008,PRD010,3,20000,60000,36000,24000
TRX-202505-0532,2025-05-29,CUST005,PRD003,3,130000,390000,255000,135000
TRX-202505-0533,2025-05-30,CUST003,PRD012,6,48000,288000,192000,96000
TRX-202505-0534,2025-05-30,CUST005,PRD005,3,105000,315000,210000,105000
TRX-202505-0534,2025-05-30,CUST005,PRD010,8,20000,160000,96000,64000
TRX-202505-0535,2025-05-30,CUST006,PRD002,3,70000,210000,135000,75000
TRX-202505-0535,2025-05-30,CUST006,PRD008,2,40000,80000,56000,24000
TRX-202505-0535,2025-05-30,CUST006,PRD001,5,175000,875000,600000,275000
TRX-202505-0536,2025-05-30,CUST001,PRD010,8,20000,160000,96000,64000
TRX-202505-0536,2025-05-30,CUST001,PRD004,6,105000,630000,420000,210000
TRX-202505-0537,2025-05-31,CUST006,PRD006,5,110000,550000,375000,175000
TRX-202505-0537,2025-05-31,CUST006,PRD001,6,175000,1050000,720000,330000
TRX-202505-0538,2025-05-31,CUST006,PRD008,2,40000,80000,56000,24000
TRX-202505-0538,2025-05-31,CUST006,PRD009,4,52000,208000,140000,68000
TRX-202505-0539,2025-05-31,CUST008,PRD007,3,225000,675000,540000,135000
TRX-202505-0539,2025-05-31,CUST008,PRD008,7,40000,280000,196000,84000
TRX-202505-0539,2025-05-31,CUST008,PRD005,7,105000,735000,490000,245000
TRX-202505-0540,2025-05-31,CUST003,PRD010,4,20000,80000,48000,32000
TRX-202505-0540,2025-05-31,CUST003,PRD002,5,70000,350000,225000,125000
TRX-202505-0540,2025-05-31,CUST003,PRD003,8,130000,1040000,680000,360000
TRX-202505-0541,2025-05-31,CUST006,PRD010,7,20000,140000,84000,56000
TRX-202506-0542,2025-06-01,CUST002,PRD011,3,35000,105000,66000,39000
TRX-202506-0542,2025-06-01,CUST002,PRD005,8,105000,840000,560000,280000
TRX-202506-0542,2025-06-01,CUST002,PRD007,4,225000,900000,720000,180000
TRX-202506-0543,2025-06-01,CUST001,PRD005,8,105000,840000,560000,280000
TRX-202506-0544,2025-06-01,CUST002,PRD012,8,48000,384000,256000,128000
TRX-202506-0544,2025-06-01,CUST002,PRD006,7,110000,770000,525000,245000
TRX-202506-0544,2025-06-01,CUST002,PRD010,5,20000,100000,60000,40000
TRX-202506-0545,2025-06-01,CUST008,PRD002,1,70000,70000,45000,25000
TRX-202506-0545,2025-06-01,CUST008,PRD006,5,110000,550000,375000,175000
TRX-202506-0545,2025-06-01,CUST008,PRD009,3,52000,156000,105000,51000
TRX-202506-0546,2025-06-01,CUST001,PRD006,8,110000,880000,600000,280000
TRX-202506-0547,2025-06-02,CUST002,PRD010,1,20000,20000,12000,8000
TRX-202506-0547,2025-06-02,CUST002,PRD006,3,110000,330000,225000,105000
TRX-202506-0547,2025-06-02,CUST002,PRD003,5,130000,650000,425000,225000
TRX-202506-0548,2025-06-02,CUST006,PRD007,3,225000,675000,540000,135000
TRX-202506-0548,2025-06-02,CUST006,PRD006,2,110000,220000,150000,70000
TRX-202506-0549,2025-06-02,CUST004,PRD009,4,52000,208000,140000,68000
TRX-202506-0550,2025-06-02,CUST004,PRD010,2,20000,40000,24000,16000
TRX-202506-0550,2025-06-02,CUST004,PRD009,7,52000,364000,245000,119000
TRX-202506-0550,2025-06-02,CUST004,PRD011,8,35000,280000,176000,104000
TRX-202506-0551,2025-06-03,CUST007,PRD002,8,70000,560000,360000,200000
TRX-202506-0551,2025-06-03,CUST007,PRD012,7,48000,336000,224000,112000
TRX-202506-0551,2025-06-03,CUST007,PRD001,1,175000,175000,120000,55000
TRX-202506-0552,2025-06-03,CUST004,PRD001,1,175000,175000,120000,55000
TRX-202506-0553,2025-06-04,CUST001,PRD004,3,105000,315000,210000,105000
TRX-202506-0553,2025-06-04,CUST001,PRD012,1,48000,48000,32000,16000
TRX-202506-0553,2025-06-04,CUST001,PRD005,2,105000,210000,140000,70000
TRX-202506-0554,2025-06-04,CUST004,PRD012,3,48000,144000,96000,48000
TRX-202506-0554,2025-06-04,CUST004,PRD008,8,40000,320000,224000,96000
TRX-202506-0554,2025-06-04,CUST004,PRD006,2,110000,220000,150000,70000
TRX-202506-0555,2025-06-05,CUST004,PRD007,4,225000,900000,720000,180000
TRX-202506-0555,2025-06-05,CUST004,PRD005,2,105000,210000,140000,70000
TRX-202506-0555,2025-06-05,CUST004,PRD012,8,48000,384000,256000,128000
TRX-202506-0556,2025-06-05,CUST006,PRD001,8,175000,1400000,960000,440000
TRX-202506-0557,2025-06-05,CUST002,PRD008,2,40000,80000,56000,24000
TRX-202506-0557,2025-06-05,CUST002,PRD009,2,52000,104000,70000,34000
TRX-202506-0558,2025-06-05,CUST003,PRD007,2,225000,450000,360000,90000
TRX-202506-0558,2025-06-05,CUST003,PRD010,3,20000,60000,36000,24000
TRX-202506-0559,2025-06-05,CUST002,PRD004,4,105000,420000,280000,140000
TRX-202506-0559,2025-06-05,CUST002,PRD006,7,110000,770000,525000,245000
TRX-202506-0560,2025-06-06,CUST002,PRD001,1,175000,175000,120000,55000
TRX-202506-0560,2025-06-06,CUST002,PRD002,3,70000,210000,135000,75000
TRX-202506-0560,2025-06-06,CUST002,PRD008,7,40000,280000,196000,84000
TRX-202506-0561,2025-06-06,CUST006,PRD005,2,105000,210000,140000,70000
TRX-202506-0562,2025-06-07,CUST003,PRD007,5,225000,1125000,900000,225000
TRX-202506-0562,2025-06-07,CUST003,PRD003,7,130000,910000,595000,315000
TRX-202506-0563,2025-06-07,CUST008,PRD010,8,20000,160000,96000,64000
TRX-202506-0564,2025-06-07,CUST008,PRD009,1,52000,52000,35000,17000
TRX-202506-0564,2025-06-07,CUST008,PRD003,7,130000,910000,595000,315000
TRX-202506-0565,2025-06-07,CUST005,PRD010,6,20000,120000,72000,48000
TRX-202506-0565,2025-06-07,CUST005,PRD007,5,225000,1125000,900000,225000
TRX-202506-0566,2025-06-08,CUST006,PRD001,6,175000,1050000,720000,330000
TRX-202506-0567,2025-06-08,CUST001,PRD011,7,35000,245000,154000,91000
TRX-202506-0567,2025-06-08,CUST001,PRD007,5,225000,1125000,900000,225000
TRX-202506-0568,2025-06-09,CUST005,PRD001,7,175000,1225000,840000,385000
TRX-202506-0568,2025-06-09,CUST005,PRD005,4,105000,420000,280000,140000
TRX-202506-0569,2025-06-09,CUST002,PRD010,6,20000,120000,72000,48000
TRX-202506-0569,2025-06-09,CUST002,PRD002,5,70000,350000,225000,125000
TRX-202506-0569,2025-06-09,CUST002,PRD012,2,48000,96000,64000,32000
TRX-202506-0570,2025-06-09,CUST008,PRD004,2,105000,210000,140000,70000
TRX-202506-0570,2025-06-09,CUST008,PRD006,5,110000,550000,375000,175000
TRX-202506-0571,2025-06-10,CUST001,PRD004,3,105000,315000,210000,105000
TRX-202506-0571,2025-06-10,CUST001,PRD006,4,110000,440000,300000,140000
TRX-202506-0571,2025-06-10,CUST001,PRD008,3,40000,120000,84000,36000
TRX-202506-0572,2025-06-10,CUST005,PRD007,2,225000,450000,360000,90000
TRX-202506-0572,2025-06-10,CUST005,PRD006,4,110000,440000,300000,140000
TRX-202506-0573,2025-06-10,CUST007,PRD005,3,105000,315000,210000,105000
TRX-202506-0573,2025-06-10,CUST007,PRD011,5,35000,175000,110000,65000
TRX-202506-0574,2025-06-10,CUST004,PRD004,3,105000,315000,210000,105000
TRX-202506-0574,2025-06-10,CUST004,PRD002,4,70000,280000,180000,100000
TRX-202506-0575,2025-06-10,CUST001,PRD005,8,105000,840000,560000,280000
TRX-202506-0576,2025-06-11,CUST006,PRD011,3,35000,105000,66000,39000
TRX-202506-0576,2025-06-11,CUST006,PRD002,4,70000,280000,180000,100000
TRX-202506-0576,2025-06-11,CUST006,PRD007,2,225000,450000,360000,90000
TRX-202506-0577,2025-06-11,CUST002,PRD011,5,35000,175000,110000,65000
TRX-202506-0577,2025-06-11,CUST002,PRD010,8,20000,160000,96000,64000
TRX-202506-0577,2025-06-11,CUST002,PRD009,2,52000,104000,70000,34000
TRX-202506-0578,2025-06-11,CUST004,PRD002,7,70000,490000,315000,175000
TRX-202506-0578,2025-06-11,CUST004,PRD006,4,110000,440000,300000,140000
TRX-202506-0578,2025-06-11,CUST004,PRD011,7,35000,245000,154000,91000
TRX-202506-0579,2025-06-11,CUST004,PRD002,3,70000,210000,135000,75000
TRX-202506-0580,2025-06-11,CUST004,PRD008,5,40000,200000,140000,60000
TRX-202506-0580,2025-06-11,CUST004,PRD007,1,225000,225000,180000,45000
TRX-202506-0581,2025-06-12,CUST005,PRD012,4,48000,192000,128000,64000
TRX-202506-0581,2025-06-12,CUST005,PRD006,8,110000,880000,600000,280000
TRX-202506-0581,2025-06-12,CUST005,PRD002,7,70000,490000,315000,175000
TRX-202506-0582,2025-06-12,CUST001,PRD005,2,105000,210000,140000,70000
TRX-202506-0582,2025-06-12,CUST001,PRD012,4,48000,192000,128000,64000
TRX-202506-0583,2025-06-12,CUST005,PRD003,8,130000,1040000,680000,360000
TRX-202506-0584,2025-06-12,CUST006,PRD007,2,225000,450000,360000,90000
TRX-202506-0584,2025-06-12,CUST006,PRD001,8,175000,1400000,960000,440000
TRX-202506-0584,2025-06-12,CUST006,PRD005,8,105000,840000,560000,280000
TRX-202506-0585,2025-06-12,CUST007,PRD012,2,48000,96000,64000,32000
TRX-202506-0585,2025-06-12,CUST007,PRD007,3,225000,675000,540000,135000
TRX-202506-0586,2025-06-13,CUST007,PRD008,3,40000,120000,84000,36000
